page_id	n_clicks	n_from_art	n_act_links	n_from_proj	n_proj_act
2337709	1967	119	6	66	3
14458366	472	16	1	16	1
589108	21824	2155	32	416	6
5878977	6459	1853	35	1540	26
763392	10398	3656	48	2844	29
13441530	5479	1106	19	13	1
338680	8532	2082	50	1053	24
4501844	18430	682	6	483	1
8310117	2566	99	3	88	2
802991	12572	1269	16	355	7
6025609	766	119	4	59	2
269164	2232	362	6	351	5
62153	41594	4034	85	376	12
14467410	95	23	2	12	1
10498102	715	296	6	285	5
14313553	44	11	1	11	1
763289	425	199	7	131	6
8817381	565	184	3	173	2
12983478	43	13	1	13	1
2791539	349	35	2	16	1
4514264	973	34	2	16	1
1075914	1567	760	13	158	2
2887103	579	129	6	99	4
1790746	565	189	5	11	1
2353636	31	0	0	0	0
3039899	1977	851	23	352	11
244597	186	117	3	117	3
9483687	250	0	0	0	0
6242619	64	0	0	0	0
6658998	225	0	0	0	0
1599669	0	0	0	0	0
13108282	32	0	0	0	0
9388322	247	130	2	130	2
7643519	63	0	0	0	0
174410	9887	2302	44	362	9
12762853	353	124	3	53	1
6158516	15	0	0	0	0
166360	464	12	1	12	1
2601264	0	0	0	0	0
2038018	1435	456	3	11	1
6263394	664	427	2	405	1
5251093	2488	1097	14	512	8
2367349	63	0	0	0	0
6516771	21	0	0	0	0
5232431	12764	782	1	0	0
955118	32	12	1	12	1
7921121	54	0	0	0	0
7480291	129	80	2	53	1
1884741	1294	96	3	96	3
5429122	1296	295	7	139	1
8481442	3885	201	2	0	0
30863347	9312	1023	27	332	8
3487135	218	116	2	116	2
1698929	0	0	0	0	0
3149628	268	96	2	34	1
3149696	160	86	2	70	1
12052789	0	0	0	0	0
2358746	42	0	0	0	0
2519044	1764	168	5	28	2
13050107	137	15	1	0	0
14795732	21	0	0	0	0
6122364	182	54	2	54	2
6548077	257	124	3	97	2
438670	244	43	2	43	2
3954853	982	107	5	107	5
9136144	27	0	0	0	0
1149172	2853	422	13	333	9
13760856	0	0	0	0	0
6281884	66	17	1	17	1
2637151	4676	456	10	61	2
9133329	330	0	0	0	0
